tenure,monthly_charges,total_charges,contract,internet_service,support_calls,payment_method,churn
12,107.66,1241.32,One year,Fiber optic,1,Electronic check,0
61,92.89,5690.71,Month-to-month,DSL,2,Credit card,0
19,50.15,970.9,One year,No,2,Electronic check,0
9,79.94,730.78,One year,Fiber optic,0,Bank transfer,0
71,40.13,2849.41,One year,Fiber optic,2,Electronic check,0
28,109.02,3024.33,One year,Fiber optic,3,Electronic check,1
52,31.49,1751.12,Month-to-month,Fiber optic,2,Bank transfer,1
16,20.38,311.22,Month-to-month,DSL,2,Bank transfer,1
69,70.2,4800.6,Month-to-month,Fiber optic,5,Credit card,1
12,78.31,942.47,Month-to-month,Fiber optic,1,Electronic check,1
25,77.9,1938.37,Two year,DSL,3,Bank transfer,1
52,25.45,1307.39,One year,Fiber optic,2,Credit card,0
53,51.4,2818.15,Month-to-month,Fiber optic,2,Credit card,1
23,69.92,1551.67,Month-to-month,Fiber optic,4,Bank transfer,0
16,41.66,668.4,Two year,DSL,4,Bank transfer,0
57,107.26,6060.83,Month-to-month,DSL,2,Credit card,0
39,28.71,1092.67,One year,DSL,3,Mailed check,1
53,68.74,3729.94,Month-to-month,Fiber optic,3,Bank transfer,1
42,89.14,3758.02,Month-to-month,No,3,Mailed check,0
58,46.18,2691.62,Two year,DSL,2,Credit card,0
39,82.42,3167.56,Month-to-month,DSL,0,Electronic check,0
14,102.94,1419.91,One year,Fiber optic,1,Mailed check,0
5,39.03,286.32,Two year,DSL,1,Mailed check,1
35,111.72,3935.24,One year,DSL,0,Mailed check,1
18,75.36,1339.42,One year,Fiber optic,6,Mailed check,1
9,49.92,471.34,Month-to-month,Fiber optic,2,Mailed check,0
58,63.09,3672.36,One year,Fiber optic,6,Mailed check,0
17,51.22,828.75,One year,Fiber optic,0,Electronic check,0
7,92.51,629.14,Two year,DSL,0,Electronic check,1
46,99.63,4695.71,One year,No,0,Electronic check,1
13,103.29,1362.42,One year,DSL,1,Mailed check,0
40,118.58,4664.62,Month-to-month,DSL,0,Credit card,0
42,99.13,4188.9,One year,DSL,1,Bank transfer,0
9,80.14,786.4,One year,DSL,1,Mailed check,0
50,53.92,2650.88,One year,DSL,1,Electronic check,0
27,74.46,1987.57,Month-to-month,Fiber optic,3,Credit card,1
66,24.11,1663.74,Two year,Fiber optic,3,Credit card,0
5,94.48,474.16,Month-to-month,DSL,1,Mailed check,1
29,64.6,1866.13,Month-to-month,Fiber optic,3,Electronic check,0
37,22.0,747.28,One year,Fiber optic,3,Bank transfer,1
38,26.25,1051.05,One year,DSL,1,Bank transfer,0
8,58.75,460.55,Month-to-month,DSL,2,Electronic check,1
65,78.34,4983.69,One year,DSL,5,Electronic check,0
17,66.42,1050.51,Month-to-month,DSL,1,Credit card,1
71,81.92,5788.27,Month-to-month,Fiber optic,1,Mailed check,0
45,68.03,3007.68,Month-to-month,DSL,6,Mailed check,1
4,86.17,298.88,Two year,DSL,4,Mailed check,1
36,41.91,1626.09,Month-to-month,DSL,1,Bank transfer,0
70,31.28,2225.28,Month-to-month,No,4,Bank transfer,0
31,79.64,2340.08,One year,DSL,1,Bank transfer,0
19,68.47,1285.19,Month-to-month,Fiber optic,2,Mailed check,1
61,22.69,1379.42,One year,DSL,4,Electronic check,1
54,58.05,3060.76,Two year,Fiber optic,4,Electronic check,0
39,30.61,1220.61,One year,No,0,Mailed check,0
19,73.14,1287.51,Month-to-month,Fiber optic,4,Mailed check,1
39,59.58,2378.38,Month-to-month,No,7,Electronic check,1
67,81.32,5520.19,One year,Fiber optic,0,Electronic check,0
45,100.56,4642.84,Month-to-month,Fiber optic,1,Bank transfer,1
13,49.97,570.85,Month-to-month,Fiber optic,0,Credit card,1
58,116.21,6671.65,Month-to-month,DSL,5,Credit card,0
20,73.56,1505.9,Month-to-month,Fiber optic,1,Mailed check,0
61,81.83,5050.71,Two year,No,1,Credit card,0
39,88.07,3475.07,One year,DSL,1,Credit card,0
1,86.67,140.66,Month-to-month,No,6,Credit card,1
3,71.1,282.13,Month-to-month,Fiber optic,3,Bank transfer,1
62,62.88,3908.45,Two year,Fiber optic,0,Bank transfer,1
63,25.38,1588.2,Month-to-month,Fiber optic,1,Electronic check,1
25,22.21,486.81,One year,No,5,Mailed check,0
56,55.8,3109.68,Month-to-month,DSL,5,Credit card,1
33,53.37,1753.84,Two year,DSL,3,Electronic check,1
38,58.77,2185.76,One year,Fiber optic,2,Bank transfer,1
6,33.84,201.11,Month-to-month,No,2,Credit card,0
58,93.82,5388.26,Month-to-month,Fiber optic,0,Mailed check,1
44,105.7,4706.31,Month-to-month,DSL,4,Credit card,1
45,113.87,5145.51,Two year,DSL,0,Bank transfer,1
32,69.24,2192.58,Month-to-month,No,0,Credit card,0
45,90.09,4063.34,One year,DSL,4,Credit card,0
61,105.56,6383.61,Month-to-month,Fiber optic,2,Credit card,1
47,61.83,2855.78,Two year,DSL,6,Credit card,0
21,50.94,1038.07,One year,DSL,1,Bank transfer,0
36,113.67,4082.61,Month-to-month,DSL,2,Electronic check,1
19,71.57,1366.85,Month-to-month,DSL,2,Credit card,1
20,69.73,1401.77,Month-to-month,Fiber optic,5,Mailed check,1
57,37.84,2091.03,One year,DSL,2,Credit card,0
18,30.82,550.64,Month-to-month,DSL,5,Mailed check,0
47,104.21,4857.0,Month-to-month,Fiber optic,1,Mailed check,1
49,81.41,3818.8,Two year,No,2,Credit card,1
14,52.58,889.93,Month-to-month,Fiber optic,1,Credit card,1
15,39.17,547.67,One year,DSL,1,Mailed check,0
31,75.55,2304.88,Month-to-month,DSL,2,Bank transfer,0
1,78.39,11.07,Month-to-month,Fiber optic,1,Electronic check,1
54,40.7,2144.89,Month-to-month,No,0,Mailed check,0
3,105.14,305.99,One year,DSL,3,Bank transfer,0
16,28.43,522.41,Month-to-month,DSL,3,Electronic check,0
57,55.61,3160.01,Two year,Fiber optic,1,Electronic check,1
12,88.04,1040.28,Month-to-month,Fiber optic,1,Electronic check,0
16,47.41,818.61,Month-to-month,Fiber optic,4,Credit card,1
24,102.77,2440.2,Two year,DSL,1,Credit card,1
28,93.99,2632.69,Month-to-month,DSL,4,Mailed check,1
8,98.9,745.14,Month-to-month,DSL,2,Credit card,1
36,31.91,1233.04,Month-to-month,DSL,1,Bank transfer,1
8,34.05,324.86,One year,No,2,Electronic check,1
58,48.65,2813.9,One year,DSL,5,Electronic check,0
60,71.81,4288.49,Month-to-month,Fiber optic,1,Electronic check,1
50,94.8,4738.49,Month-to-month,Fiber optic,1,Credit card,1
28,103.65,2895.37,One year,DSL,2,Credit card,1
41,90.43,3630.43,Two year,No,4,Credit card,1
64,112.86,7277.15,Month-to-month,Fiber optic,0,Bank transfer,0
27,93.87,2523.25,Two year,No,2,Credit card,1
63,50.63,3284.4,Month-to-month,DSL,4,Credit card,0
17,46.51,811.73,Month-to-month,DSL,2,Credit card,1
33,89.62,2831.38,Month-to-month,DSL,2,Bank transfer,0
29,39.29,1075.24,Month-to-month,DSL,3,Credit card,1
13,29.27,273.23,Month-to-month,Fiber optic,3,Mailed check,1
46,73.22,3303.52,Two year,No,0,Credit card,1
35,102.16,3494.07,Month-to-month,DSL,2,Mailed check,1
6,30.14,193.46,Month-to-month,No,1,Bank transfer,0
69,99.19,6828.25,Month-to-month,Fiber optic,2,Mailed check,0
47,101.16,4791.42,One year,Fiber optic,0,Bank transfer,1
25,68.23,1703.78,Two year,DSL,5,Credit card,1
66,25.73,1686.23,Month-to-month,DSL,0,Credit card,1
10,37.46,474.75,Month-to-month,No,2,Mailed check,1
56,90.74,5092.73,Month-to-month,DSL,3,Credit card,1
30,91.18,2731.31,Month-to-month,Fiber optic,5,Mailed check,1
5,109.84,506.51,Month-to-month,Fiber optic,3,Bank transfer,0
33,78.27,2524.07,Month-to-month,No,2,Credit card,1
65,32.41,2145.22,One year,Fiber optic,2,Credit card,1
18,32.14,614.08,Month-to-month,DSL,2,Credit card,0
49,92.11,4592.13,Month-to-month,Fiber optic,0,Electronic check,0
11,38.38,446.11,Month-to-month,DSL,7,Electronic check,1
26,52.84,1354.15,One year,Fiber optic,1,Mailed check,1
63,68.72,4354.99,Month-to-month,DSL,2,Electronic check,0
59,22.48,1322.1,Month-to-month,Fiber optic,3,Credit card,1
27,44.88,1255.08,One year,DSL,1,Electronic check,1
49,60.79,3045.38,Month-to-month,No,3,Mailed check,1
33,47.96,1574.37,Month-to-month,Fiber optic,0,Electronic check,1
1,33.64,121.5,Month-to-month,No,2,Bank transfer,1
21,92.8,2008.24,Two year,DSL,2,Bank transfer,0
55,101.31,5573.2,Month-to-month,Fiber optic,3,Electronic check,1
6,45.75,308.02,Two year,DSL,1,Bank transfer,1
69,97.44,6738.77,Month-to-month,Fiber optic,2,Bank transfer,0
5,58.56,293.88,Month-to-month,No,2,Electronic check,1
3,70.67,307.66,One year,No,0,Bank transfer,0
53,105.6,5622.69,Month-to-month,DSL,0,Mailed check,1
23,95.0,2142.85,Month-to-month,No,1,Mailed check,1
53,100.51,5275.72,Month-to-month,Fiber optic,4,Credit card,0
37,33.68,1196.97,Two year,No,3,Mailed check,0
17,26.97,483.0,Month-to-month,Fiber optic,3,Credit card,1
1,109.34,92.26,Month-to-month,No,0,Credit card,0
51,58.78,3014.62,Month-to-month,No,1,Electronic check,0
45,48.79,2242.28,Month-to-month,DSL,2,Bank transfer,1
4,92.47,471.31,Month-to-month,DSL,3,Electronic check,1
62,103.64,6409.85,Month-to-month,DSL,2,Credit card,1
65,106.25,6835.76,Month-to-month,Fiber optic,1,Electronic check,0
32,51.6,1740.81,One year,No,2,Bank transfer,0
34,105.22,3504.67,Month-to-month,Fiber optic,3,Bank transfer,1
39,24.09,864.82,Month-to-month,Fiber optic,0,Bank transfer,1
26,24.97,737.44,One year,DSL,1,Credit card,0
34,82.35,2853.28,Two year,DSL,3,Electronic check,1
54,26.31,1445.02,One year,DSL,1,Electronic check,0
3,52.46,154.89,Month-to-month,Fiber optic,1,Credit card,1
50,87.28,4351.82,One year,DSL,2,Credit card,0
12,53.73,612.18,Two year,DSL,2,Mailed check,0
65,37.96,2453.25,Month-to-month,Fiber optic,3,Electronic check,0
54,48.14,2596.92,Month-to-month,DSL,7,Bank transfer,1
5,65.76,260.07,Month-to-month,DSL,1,Electronic check,1
57,67.54,3808.69,Two year,DSL,5,Mailed check,0
17,98.3,1565.5,Month-to-month,No,2,Bank transfer,0
47,95.02,4469.62,Month-to-month,DSL,2,Mailed check,1
23,65.68,1514.59,Month-to-month,No,1,Credit card,0
14,104.57,1552.86,One year,DSL,3,Credit card,1
66,31.42,2092.74,Month-to-month,No,0,Electronic check,0
51,45.54,2294.5,One year,Fiber optic,4,Credit card,1
38,102.8,3896.29,One year,No,4,Credit card,1
64,57.8,3723.5,Month-to-month,No,2,Electronic check,0
38,118.12,4499.87,Month-to-month,Fiber optic,1,Mailed check,1
50,66.63,3360.18,Month-to-month,No,0,Mailed check,1
30,99.19,2994.66,Two year,Fiber optic,1,Bank transfer,0
51,60.23,3059.13,One year,Fiber optic,0,Bank transfer,0
63,62.5,3910.42,Two year,Fiber optic,1,Mailed check,0
52,58.29,3001.51,Month-to-month,No,2,Credit card,1
38,91.91,3446.22,Month-to-month,No,6,Bank transfer,1
30,74.75,2188.45,Month-to-month,DSL,3,Mailed check,1
51,114.38,5925.19,Month-to-month,Fiber optic,1,Credit card,1
5,45.09,231.68,Two year,No,6,Credit card,0
29,30.06,863.87,Month-to-month,Fiber optic,2,Mailed check,1
4,59.33,212.51,Month-to-month,No,2,Electronic check,1
10,81.67,838.16,Month-to-month,DSL,1,Mailed check,1
56,106.08,6000.66,Month-to-month,DSL,1,Credit card,0
17,54.62,964.7,Month-to-month,Fiber optic,1,Bank transfer,1
17,85.38,1497.52,Month-to-month,DSL,5,Credit card,1
69,55.02,3767.04,One year,DSL,0,Credit card,0
34,81.72,2778.34,Month-to-month,Fiber optic,1,Mailed check,0
6,108.48,622.22,One year,DSL,3,Credit card,0
53,43.14,2291.55,Month-to-month,DSL,2,Electronic check,1
66,60.42,4051.62,One year,DSL,3,Bank transfer,0
43,119.33,5153.01,Month-to-month,Fiber optic,4,Mailed check,1
23,106.86,2539.02,Two year,DSL,1,Electronic check,1
55,76.46,4191.09,One year,DSL,1,Bank transfer,0
16,71.66,1106.26,Month-to-month,Fiber optic,1,Electronic check,0
8,48.46,413.29,Month-to-month,DSL,7,Credit card,1
4,71.72,292.83,Month-to-month,No,0,Credit card,0
4,104.82,435.41,One year,DSL,1,Electronic check,1
56,88.52,4965.64,Month-to-month,No,0,Bank transfer,1
25,49.0,1200.89,Month-to-month,Fiber optic,3,Electronic check,1
67,40.15,2699.6,Month-to-month,No,1,Electronic check,1
67,46.52,3165.57,Two year,DSL,0,Electronic check,0
27,36.98,1052.16,Two year,DSL,3,Bank transfer,0
32,29.56,921.57,Month-to-month,No,5,Electronic check,1
50,61.91,3107.23,Month-to-month,DSL,1,Credit card,0
61,31.33,1984.98,One year,Fiber optic,3,Mailed check,1
51,37.19,1873.36,One year,DSL,4,Credit card,1
19,74.73,1387.44,Month-to-month,Fiber optic,0,Credit card,1
21,36.46,805.38,Month-to-month,No,1,Electronic check,1
5,26.39,162.89,One year,No,1,Mailed check,0
42,51.74,2131.18,Month-to-month,DSL,1,Electronic check,1
61,42.03,2493.97,Month-to-month,DSL,1,Mailed check,0
22,71.53,1584.25,One year,No,0,Credit card,0
21,30.24,614.04,Month-to-month,No,4,Bank transfer,1
70,95.18,6578.19,Two year,DSL,5,Electronic check,1
1,110.62,76.26,Month-to-month,Fiber optic,1,Credit card,1
5,94.34,501.85,Two year,DSL,1,Mailed check,1
12,73.28,871.82,Month-to-month,No,3,Credit card,1
46,106.07,4957.38,One year,DSL,6,Credit card,1
34,89.49,2938.36,Month-to-month,Fiber optic,0,Credit card,1
49,21.06,1098.6,Month-to-month,Fiber optic,2,Bank transfer,0
45,59.41,2656.21,Month-to-month,No,0,Electronic check,0
27,105.1,2813.15,One year,No,1,Electronic check,1
26,54.59,1341.67,Month-to-month,DSL,0,Electronic check,1
47,23.52,1128.77,Month-to-month,Fiber optic,1,Bank transfer,1
56,94.62,5207.27,Month-to-month,No,0,Bank transfer,0
63,100.2,6353.74,Month-to-month,Fiber optic,3,Mailed check,0
48,36.06,1655.18,One year,Fiber optic,2,Electronic check,1
61,73.73,4429.99,Two year,Fiber optic,0,Mailed check,1
26,39.2,959.52,Month-to-month,DSL,5,Credit card,1
36,91.92,3273.45,Month-to-month,Fiber optic,3,Mailed check,1
1,47.16,94.26,Two year,DSL,2,Mailed check,0
8,51.62,488.17,One year,Fiber optic,3,Credit card,0
52,104.5,5403.22,One year,No,1,Credit card,0
47,67.63,3176.39,Month-to-month,DSL,3,Mailed check,1
56,86.98,4895.12,Month-to-month,Fiber optic,6,Mailed check,1
14,60.24,826.86,Month-to-month,DSL,0,Electronic check,1
28,49.8,1416.96,Month-to-month,DSL,0,Bank transfer,0
2,82.55,164.89,One year,No,2,Credit card,0
26,35.49,909.96,Month-to-month,Fiber optic,2,Mailed check,1
14,57.3,731.21,Month-to-month,DSL,6,Bank transfer,1
59,40.9,2420.77,Two year,Fiber optic,3,Mailed check,1
56,89.58,5064.37,Month-to-month,Fiber optic,2,Electronic check,1
7,114.42,762.03,Two year,DSL,3,Mailed check,0
3,119.55,260.24,Month-to-month,Fiber optic,6,Credit card,1
23,65.03,1479.66,Month-to-month,DSL,1,Mailed check,1
18,45.25,890.04,Month-to-month,Fiber optic,2,Mailed check,1
38,64.28,2503.35,Month-to-month,DSL,1,Credit card,1
15,104.73,1541.88,Month-to-month,DSL,7,Electronic check,1
64,40.6,2621.21,Month-to-month,DSL,3,Credit card,0
28,115.21,3256.55,Month-to-month,DSL,1,Mailed check,1
39,54.19,2187.79,One year,No,1,Electronic check,0
57,118.58,6681.55,Month-to-month,DSL,3,Credit card,1
17,103.86,1712.19,Month-to-month,DSL,1,Bank transfer,1
44,100.86,4337.22,Month-to-month,No,3,Bank transfer,1
25,51.79,1260.84,Month-to-month,Fiber optic,1,Bank transfer,1
17,20.88,408.24,Month-to-month,DSL,5,Credit card,1
13,58.21,728.79,Month-to-month,No,1,Electronic check,0
25,50.18,1189.11,Month-to-month,DSL,3,Credit card,1
68,23.74,1625.63,Month-to-month,Fiber optic,4,Mailed check,1
10,70.54,717.98,Month-to-month,DSL,3,Credit card,1
67,60.3,3989.46,Two year,Fiber optic,2,Bank transfer,1
18,83.46,1476.9,Month-to-month,Fiber optic,4,Bank transfer,1
34,82.12,2799.56,Month-to-month,DSL,2,Mailed check,1
8,32.07,293.9,Two year,Fiber optic,1,Credit card,0
40,117.7,4675.42,Two year,Fiber optic,2,Bank transfer,0
42,38.69,1585.46,Two year,Fiber optic,1,Credit card,1
41,64.53,2741.25,Month-to-month,No,2,Bank transfer,1
6,68.81,399.17,One year,Fiber optic,1,Mailed check,0
52,101.31,5280.4,One year,Fiber optic,0,Electronic check,0
26,29.92,810.42,One year,Fiber optic,3,Electronic check,1
64,62.86,3933.98,Month-to-month,Fiber optic,1,Bank transfer,0
59,82.85,4887.24,Month-to-month,DSL,3,Bank transfer,1
56,41.52,2242.59,Two year,Fiber optic,4,Credit card,0
59,82.75,4875.52,Month-to-month,Fiber optic,4,Electronic check,1
70,112.37,7934.31,Month-to-month,No,2,Credit card,1
33,119.75,3901.89,Month-to-month,Fiber optic,2,Bank transfer,1
53,23.25,1148.67,Month-to-month,DSL,1,Electronic check,0
22,43.56,1052.68,Month-to-month,Fiber optic,0,Credit card,1
21,51.03,1014.29,Month-to-month,No,3,Bank transfer,1
70,59.91,4118.95,Two year,No,0,Credit card,0
70,44.23,3176.75,Month-to-month,No,2,Credit card,0
4,40.35,102.07,Month-to-month,No,4,Bank transfer,1
62,115.46,7240.48,One year,DSL,2,Credit card,1
62,111.85,6948.54,Month-to-month,Fiber optic,3,Credit card,1
24,24.7,656.98,Month-to-month,Fiber optic,2,Electronic check,1
55,53.88,2972.77,Month-to-month,DSL,4,Credit card,1
9,60.51,598.62,Month-to-month,DSL,1,Mailed check,0
3,43.9,85.78,Month-to-month,No,2,Bank transfer,1
31,82.89,2538.83,One year,Fiber optic,1,Credit card,1
40,84.04,3255.75,Two year,No,0,Bank transfer,0
36,105.05,3830.4,One year,No,1,Mailed check,0
24,94.09,2279.06,Month-to-month,DSL,2,Bank transfer,1
6,74.26,395.18,Month-to-month,No,4,Mailed check,1
66,85.36,5546.23,Month-to-month,DSL,1,Mailed check,1
4,47.4,203.69,Month-to-month,Fiber optic,3,Electronic check,0
6,79.31,559.63,Month-to-month,DSL,0,Mailed check,1
51,68.92,3508.16,Two year,DSL,5,Electronic check,0
62,33.33,2033.81,Month-to-month,No,1,Credit card,0
57,44.25,2475.65,Month-to-month,DSL,6,Electronic check,0
66,49.17,3307.64,Month-to-month,Fiber optic,1,Electronic check,1
8,112.43,860.49,Month-to-month,DSL,2,Credit card,1
26,43.04,1100.45,One year,DSL,0,Bank transfer,0
51,48.92,2547.23,Two year,DSL,2,Bank transfer,0
45,56.94,2593.97,Month-to-month,Fiber optic,1,Credit card,1
44,86.37,3783.82,Month-to-month,DSL,3,Mailed check,0
5,31.82,124.17,Two year,DSL,3,Electronic check,1
70,115.39,8150.9,One year,Fiber optic,0,Bank transfer,0
26,106.56,2714.67,Two year,DSL,5,Bank transfer,0
68,77.72,5274.56,Month-to-month,Fiber optic,2,Mailed check,1
19,87.4,1585.38,Month-to-month,No,3,Bank transfer,1
20,21.67,492.76,Month-to-month,DSL,2,Bank transfer,0
12,53.89,622.99,Month-to-month,Fiber optic,0,Bank transfer,1
47,99.57,4644.62,One year,Fiber optic,1,Credit card,1
1,27.75,60.83,Month-to-month,Fiber optic,5,Bank transfer,1
14,48.23,603.96,Month-to-month,Fiber optic,0,Bank transfer,1
64,78.53,5057.67,Month-to-month,No,1,Credit card,0
38,45.64,1716.34,One year,DSL,7,Bank transfer,1
37,113.4,4135.45,Month-to-month,No,0,Mailed check,1
11,33.11,314.65,Month-to-month,No,3,Electronic check,1
3,99.74,265.01,One year,No,3,Credit card,1
33,70.79,2314.03,Month-to-month,Fiber optic,0,Credit card,1
6,95.03,510.27,Month-to-month,No,1,Bank transfer,1
50,51.07,2568.3,Month-to-month,DSL,0,Electronic check,0
10,71.45,653.25,Two year,Fiber optic,2,Mailed check,1
5,105.68,410.16,One year,DSL,1,Mailed check,1
23,66.69,1629.8,One year,No,3,Electronic check,1
10,55.97,569.62,Two year,Fiber optic,0,Electronic check,0
44,73.62,3339.56,Two year,DSL,2,Mailed check,1
2,91.74,131.29,One year,No,2,Bank transfer,0
13,64.36,860.62,Month-to-month,Fiber optic,1,Electronic check,0
40,113.89,4600.24,One year,Fiber optic,4,Electronic check,0
2,49.49,89.52,Month-to-month,DSL,1,Bank transfer,1
65,67.55,4318.29,Two year,No,4,Credit card,1
63,95.69,6015.42,One year,Fiber optic,2,Electronic check,1
17,88.91,1542.83,Month-to-month,Fiber optic,4,Bank transfer,0
9,106.36,986.69,Month-to-month,Fiber optic,1,Mailed check,1
15,119.68,1795.13,Month-to-month,Fiber optic,3,Credit card,1
24,62.69,1549.32,Month-to-month,Fiber optic,2,Electronic check,0
38,31.12,1224.88,Month-to-month,DSL,2,Bank transfer,0
35,23.04,780.27,Month-to-month,DSL,0,Credit card,0
49,92.69,4465.68,Month-to-month,Fiber optic,0,Bank transfer,0
69,107.4,7420.22,One year,No,3,Mailed check,1
62,42.07,2571.09,Month-to-month,Fiber optic,1,Electronic check,1
60,35.84,2157.88,Month-to-month,DSL,4,Bank transfer,1
50,26.22,1378.3,Month-to-month,DSL,4,Electronic check,0
9,102.27,942.31,Two year,Fiber optic,5,Bank transfer,1
34,51.14,1803.51,Month-to-month,No,1,Electronic check,1
35,60.17,2055.37,Month-to-month,DSL,2,Electronic check,1
1,70.28,124.65,Month-to-month,Fiber optic,3,Credit card,1
40,103.95,4241.64,Month-to-month,DSL,1,Bank transfer,1
64,85.08,5448.55,Month-to-month,DSL,0,Bank transfer,0
22,81.51,1909.24,Month-to-month,DSL,7,Electronic check,1
60,37.57,2211.16,Month-to-month,No,3,Electronic check,0
64,71.32,4532.47,One year,No,4,Credit card,0
11,91.54,1039.42,One year,DSL,2,Mailed check,1
14,117.33,1645.29,Month-to-month,Fiber optic,3,Bank transfer,1
60,40.14,2371.29,One year,DSL,0,Electronic check,1
30,20.95,659.59,Month-to-month,Fiber optic,2,Credit card,1
35,27.53,981.33,Month-to-month,Fiber optic,4,Electronic check,1
37,57.59,2101.34,Month-to-month,DSL,3,Bank transfer,1
5,102.05,519.72,Month-to-month,DSL,2,Credit card,1
26,20.71,576.52,Month-to-month,No,2,Credit card,1
62,65.67,4041.31,One year,Fiber optic,1,Electronic check,1
4,52.92,237.54,Two year,DSL,0,Electronic check,0
42,25.25,1017.07,Month-to-month,Fiber optic,2,Mailed check,0
18,65.02,1136.73,Month-to-month,No,3,Mailed check,1
40,45.47,1874.57,Month-to-month,Fiber optic,1,Bank transfer,0
39,55.19,2183.04,Month-to-month,Fiber optic,1,Bank transfer,1
14,90.56,1173.52,Month-to-month,Fiber optic,2,Credit card,0
32,72.16,2290.25,Two year,Fiber optic,1,Bank transfer,1
51,32.46,1680.19,Month-to-month,Fiber optic,0,Mailed check,1
38,116.14,4420.32,One year,No,1,Mailed check,0
23,83.59,1953.5,Month-to-month,DSL,3,Mailed check,0
63,96.59,6090.77,One year,Fiber optic,2,Electronic check,0
15,27.92,412.19,Two year,DSL,0,Mailed check,0
25,24.71,609.49,One year,DSL,1,Mailed check,0
17,21.94,427.62,Two year,Fiber optic,7,Bank transfer,0
66,38.88,2600.79,Month-to-month,No,0,Mailed check,1
